settlement,demand,rrp
2026-06-25 12:25:00,6251.48,141.78
2026-06-25 12:30:00,6193.19,122.67
2026-06-25 12:35:00,6167.3,122.67
2026-06-25 12:40:00,6153.3,122.67
2026-06-25 12:45:00,5981.24,122.67
2026-06-25 12:50:00,6033.37,154.58
2026-06-25 12:55:00,6001.05,126.22
2026-06-25 13:00:00,5874.81,135.21
2026-06-25 13:05:00,5866.71,122.67
2026-06-25 13:10:00,5847.64,111.94
2026-06-25 13:15:00,5885.06,122.67
2026-06-25 13:20:00,5848.27,114.4
2026-06-25 13:25:00,5806.76,102.44
2026-06-25 13:30:00,5663.28,122.67
2026-06-25 13:35:00,5685.71,132.34
2026-06-25 13:40:00,5632.16,123.97
2026-06-25 13:45:00,5644.86,126.71
2026-06-25 13:50:00,5596.23,127.67
2026-06-25 13:55:00,5660.72,122.67
2026-06-25 14:00:00,5647.43,125.93
2026-06-25 14:05:00,5577.95,119.5
2026-06-25 14:10:00,5474.13,111.8
2026-06-25 14:15:00,5517.44,123.79
2026-06-25 14:20:00,5518.16,111.4
2026-06-25 14:25:00,5554.64,115.0
2026-06-25 14:30:00,5465.66,87.98
2026-06-25 14:35:00,5497.4,93.86
2026-06-25 14:40:00,5540.15,110.5
2026-06-25 14:45:00,5573.88,118.94
2026-06-25 14:50:00,5567.97,122.67
2026-06-25 14:55:00,5585.75,119.48
2026-06-25 15:00:00,5614.91,128.95
2026-06-25 15:05:00,5618.22,119.89
2026-06-25 15:10:00,5657.96,113.75
2026-06-25 15:15:00,5572.11,114.66
2026-06-25 15:20:00,5644.92,116.8
2026-06-25 15:25:00,5694.57,115.93
2026-06-25 15:30:00,5776.54,156.01
2026-06-25 15:35:00,5759.22,115.56
2026-06-25 15:40:00,5966.46,152.03
2026-06-25 15:45:00,5913.17,184.37
2026-06-25 15:50:00,5991.65,140.62
2026-06-25 15:55:00,6092.03,181.01
2026-06-25 16:00:00,6165.53,148.68
2026-06-25 16:05:00,6290.2,163.03
2026-06-25 16:10:00,6376.01,181.94
2026-06-25 16:15:00,6526.68,172.86
2026-06-25 16:20:00,6598.06,174.26
2026-06-25 16:25:00,6626.51,185.68
2026-06-25 16:30:00,6684.15,191.4
2026-06-25 16:35:00,6851.51,214.49
2026-06-25 16:40:00,6909.87,191.4
2026-06-25 16:45:00,6950.37,221.8
2026-06-25 16:50:00,7004.09,200.89
2026-06-25 16:55:00,7094.04,207.54
2026-06-25 17:00:00,7238.24,231.34
2026-06-25 17:05:00,7312.61,216.89
2026-06-25 17:10:00,7275.65,201.45
2026-06-25 17:15:00,7356.85,185.37
2026-06-25 17:20:00,7519.18,189.68
2026-06-25 17:25:00,7582.91,230.34
2026-06-25 17:30:00,7601.78,234.93
2026-06-25 17:35:00,7655.7,187.43
2026-06-25 17:40:00,7815.86,186.0
2026-06-25 17:45:00,7832.6,187.69
2026-06-25 17:50:00,7918.19,190.0
2026-06-25 17:55:00,7986.44,187.69
2026-06-25 18:00:00,8013.68,187.69
2026-06-25 18:05:00,7915.67,218.21
2026-06-25 18:10:00,7586.25,178.52
2026-06-25 18:15:00,7582.61,176.85
2026-06-25 18:20:00,7682.42,191.4
2026-06-25 18:25:00,7665.87,185.8
2026-06-25 18:30:00,7629.58,175.69
2026-06-25 18:35:00,7657.82,175.69
2026-06-25 18:40:00,7662.55,149.28
2026-06-25 18:45:00,7679.86,146.41
2026-06-25 18:50:00,7656.49,152.04
2026-06-25 18:55:00,7596.62,158.65
2026-06-25 19:00:00,7574.3,148.77
2026-06-25 19:05:00,7761.69,163.73
2026-06-25 19:10:00,7813.09,175.69
2026-06-25 19:15:00,7787.02,175.69
2026-06-25 19:20:00,7798.24,177.13
2026-06-25 19:25:00,7811.14,144.68
2026-06-25 19:30:00,7844.33,141.41
2026-06-25 19:35:00,7864.57,175.69
2026-06-25 19:40:00,7825.23,150.28
2026-06-25 19:45:00,7721.48,134.76
2026-06-25 19:50:00,7733.71,138.09
2026-06-25 19:55:00,7737.43,138.03
2026-06-25 20:00:00,7736.98,163.14
2026-06-25 20:05:00,7647.14,187.91
2026-06-25 20:10:00,7583.65,185.55
2026-06-25 20:15:00,7599.13,145.07
2026-06-25 20:20:00,7612.33,182.6
2026-06-25 20:25:00,7557.74,160.94
2026-06-25 20:30:00,7579.54,160.88
2026-06-25 20:35:00,7470.84,141.69
2026-06-25 20:40:00,7459.6,144.68
2026-06-25 20:45:00,7456.78,175.06
2026-06-25 20:50:00,7341.19,141.69
2026-06-25 20:55:00,7412.5,141.69
2026-06-25 21:00:00,7284.12,132.71
2026-06-25 21:05:00,7333.26,135.33
2026-06-25 21:10:00,7306.86,147.45
2026-06-25 21:15:00,7253.54,130.35
2026-06-25 21:20:00,7210.02,127.4
2026-06-25 21:25:00,7102.66,124.77
2026-06-25 21:30:00,7062.14,118.7
2026-06-25 21:35:00,7054.3,136.74
2026-06-25 21:40:00,7026.55,126.3
2026-06-25 21:45:00,6917.01,121.91
2026-06-25 21:50:00,6867.87,123.72
2026-06-25 21:55:00,6847.06,128.77
2026-06-25 22:00:00,6796.0,128.33
2026-06-25 22:05:00,6765.44,132.93
2026-06-25 22:10:00,6708.02,140.25
2026-06-25 22:15:00,6592.64,129.42
2026-06-25 22:20:00,6559.32,115.0
2026-06-25 22:25:00,6557.24,118.15
2026-06-25 22:30:00,6484.49,115.0
2026-06-25 22:35:00,6382.84,127.82
2026-06-25 22:40:00,6315.08,130.61
2026-06-25 22:45:00,6317.5,112.62
2026-06-25 22:50:00,6246.86,112.55
2026-06-25 22:55:00,6244.59,128.77
2026-06-25 23:00:00,6209.9,127.49
2026-06-25 23:05:00,6138.41,110.5
2026-06-25 23:10:00,6191.09,118.99
2026-06-25 23:15:00,6188.39,116.76
2026-06-25 23:20:00,6242.47,115.78
2026-06-25 23:25:00,6224.45,111.02
2026-06-25 23:30:00,6169.96,110.5
2026-06-25 23:35:00,6189.22,115.08
2026-06-25 23:40:00,6149.46,114.17
2026-06-25 23:45:00,6079.05,114.04
2026-06-25 23:50:00,6035.05,113.95
2026-06-25 23:55:00,5923.52,104.65
2026-06-26 00:00:00,5889.16,103.86
2026-06-26 00:05:00,5959.12,109.96
2026-06-26 00:10:00,5923.52,109.81
2026-06-26 00:15:00,5827.42,110.5
2026-06-26 00:20:00,5791.33,108.67
2026-06-26 00:25:00,5771.47,107.88
2026-06-26 00:30:00,5718.67,105.75
2026-06-26 00:35:00,5743.44,110.5
2026-06-26 00:40:00,5700.16,115.28
2026-06-26 00:45:00,5694.44,110.5
2026-06-26 00:50:00,5674.87,110.5
2026-06-26 00:55:00,5573.88,110.5
2026-06-26 01:00:00,5549.08,110.5
2026-06-26 01:05:00,5554.62,110.5
2026-06-26 01:10:00,5547.31,110.5
2026-06-26 01:15:00,5499.37,110.5
2026-06-26 01:20:00,5439.86,110.5
2026-06-26 01:25:00,5466.51,110.5
2026-06-26 01:30:00,5455.65,110.5
2026-06-26 01:35:00,5433.62,117.82
2026-06-26 01:40:00,5373.63,119.65
2026-06-26 01:45:00,5286.78,106.68
2026-06-26 01:50:00,5257.92,110.5
2026-06-26 01:55:00,5233.17,133.7
2026-06-26 02:00:00,5221.56,105.8
2026-06-26 02:05:00,5192.64,110.5
2026-06-26 02:10:00,5193.68,125.77
2026-06-26 02:15:00,5190.28,133.68
2026-06-26 02:20:00,5178.68,102.26
2026-06-26 02:25:00,5113.47,115.89
2026-06-26 02:30:00,5112.53,100.94
2026-06-26 02:35:00,5170.14,104.28
2026-06-26 02:40:00,5136.18,106.68
2026-06-26 02:45:00,5149.63,131.25
2026-06-26 02:50:00,5103.46,120.72
2026-06-26 02:55:00,5030.07,97.6
2026-06-26 03:00:00,5038.51,102.44
2026-06-26 03:05:00,5055.93,117.87
2026-06-26 03:10:00,5025.71,123.83
2026-06-26 03:15:00,5022.1,85.12
2026-06-26 03:20:00,5011.38,110.5
2026-06-26 03:25:00,5052.39,124.7
2026-06-26 03:30:00,4971.87,113.83
2026-06-26 03:35:00,5069.81,97.5
2026-06-26 03:40:00,5051.82,102.44
2026-06-26 03:45:00,5079.76,98.7
2026-06-26 03:50:00,5058.58,101.48
2026-06-26 03:55:00,4983.65,97.5
2026-06-26 04:00:00,5022.35,97.5
2026-06-26 04:05:00,5050.06,102.44
2026-06-26 04:10:00,5076.34,108.31
2026-06-26 04:15:00,5025.82,110.5
2026-06-26 04:20:00,5030.6,110.5
2026-06-26 04:25:00,5026.34,109.01
2026-06-26 04:30:00,5102.09,110.5
2026-06-26 04:35:00,5121.2,110.5
2026-06-26 04:40:00,5144.41,110.5
2026-06-26 04:45:00,5181.94,117.06
2026-06-26 04:50:00,5101.96,110.31
2026-06-26 04:55:00,5139.44,110.5
2026-06-26 05:00:00,5150.59,121.64
2026-06-26 05:05:00,5214.44,127.12
2026-06-26 05:10:00,5346.07,120.81
2026-06-26 05:15:00,5360.49,115.38
2026-06-26 05:20:00,5422.18,132.54
2026-06-26 05:25:00,5410.12,129.42
2026-06-26 05:30:00,5453.39,112.5
2026-06-26 05:35:00,5540.21,110.5
2026-06-26 05:40:00,5616.21,113.42
2026-06-26 05:45:00,5658.58,114.36
2026-06-26 05:50:00,5747.96,120.8
2026-06-26 05:55:00,5706.83,128.77
2026-06-26 06:00:00,5793.87,126.89
2026-06-26 06:05:00,5897.22,126.19
2026-06-26 06:10:00,6030.45,177.38
2026-06-26 06:15:00,6062.61,141.01
2026-06-26 06:20:00,6147.39,143.07
2026-06-26 06:25:00,6218.32,148.84
2026-06-26 06:30:00,6354.93,179.9
2026-06-26 06:35:00,6435.56,123.2
2026-06-26 06:40:00,6586.6,137.68
2026-06-26 06:45:00,6716.9,146.86
2026-06-26 06:50:00,6677.58,144.53
2026-06-26 06:55:00,6778.75,156.31
2026-06-26 07:00:00,6902.83,165.2
2026-06-26 07:05:00,7019.35,171.59
2026-06-26 07:10:00,7011.67,169.21
2026-06-26 07:15:00,7083.4,169.39
2026-06-26 07:20:00,7187.21,173.38
2026-06-26 07:25:00,7326.19,189.89
2026-06-26 07:30:00,7431.45,176.69
2026-06-26 07:35:00,7538.29,179.22
2026-06-26 07:40:00,7589.83,175.58
2026-06-26 07:45:00,7569.04,182.07
2026-06-26 07:50:00,7595.39,177.76
2026-06-26 07:55:00,7751.94,181.18
2026-06-26 08:00:00,7760.64,172.02
2026-06-26 08:05:00,7729.5,184.39
2026-06-26 08:10:00,7758.19,186.49
2026-06-26 08:15:00,7838.64,169.69
2026-06-26 08:20:00,7846.84,169.69
2026-06-26 08:25:00,7913.65,188.52
2026-06-26 08:30:00,7773.14,169.11
2026-06-26 08:35:00,7779.6,166.8
2026-06-26 08:40:00,7785.64,178.1
2026-06-26 08:45:00,7794.04,182.53
2026-06-26 08:50:00,7809.12,189.68
2026-06-26 08:55:00,7677.84,186.62
2026-06-26 09:00:00,7616.63,169.69
2026-06-26 09:05:00,7730.1,171.7
2026-06-26 09:10:00,7725.47,187.69
2026-06-26 09:15:00,7708.99,213.5
2026-06-26 09:20:00,7581.84,187.69
2026-06-26 09:25:00,7583.31,169.69
2026-06-26 09:30:00,7541.86,166.4
2026-06-26 09:35:00,7533.07,169.69
2026-06-26 09:40:00,7532.85,169.47
2026-06-26 09:45:00,7482.57,169.69
2026-06-26 09:50:00,7375.26,169.69
2026-06-26 09:55:00,7293.93,185.89
2026-06-26 10:00:00,7299.88,187.69
2026-06-26 10:05:00,7259.65,169.3
2026-06-26 10:10:00,7302.97,176.26
2026-06-26 10:15:00,7181.82,175.64
2026-06-26 10:20:00,7140.02,202.19
2026-06-26 10:25:00,7057.32,187.69
2026-06-26 10:30:00,7071.15,181.74
2026-06-26 10:35:00,6985.46,140.21
2026-06-26 10:40:00,6991.1,190.08
2026-06-26 10:45:00,6953.87,218.69
2026-06-26 10:50:00,6899.81,202.57
2026-06-26 10:55:00,6880.26,180.63
2026-06-26 11:00:00,6840.57,144.19
2026-06-26 11:05:00,6832.61,203.97
2026-06-26 11:10:00,6923.9,206.58
2026-06-26 11:15:00,6805.47,203.74
2026-06-26 11:20:00,6768.82,187.69
2026-06-26 11:25:00,6753.4,201.57
2026-06-26 11:30:00,6682.12,145.08
2026-06-26 11:35:00,6670.78,135.78
2026-06-26 11:40:00,6535.13,134.74
2026-06-26 11:45:00,6444.03,135.39
2026-06-26 11:50:00,6463.59,142.31
2026-06-26 11:55:00,6353.25,132.23
2026-06-26 12:00:00,6349.57,125.86
2026-06-26 12:05:00,6193.43,132.69
2026-06-26 12:10:00,6069.55,134.98
2026-06-26 12:15:00,5961.75,116.59
2026-06-26 12:20:00,5964.13,120.81
2026-06-26 12:25:00,5931.9,136.56
2026-06-26 12:30:00,5761.38,106.68
2026-06-26 12:35:00,5711.58,110.5
2026-06-26 12:40:00,5722.77,116.12
2026-06-26 12:45:00,5649.0,110.5
2026-06-26 12:50:00,5561.69,99.99
2026-06-26 12:55:00,5447.43,100.36
2026-06-26 13:00:00,5414.52,104.71
2026-06-26 13:05:00,5373.55,122.67
2026-06-26 13:10:00,5435.17,126.17
2026-06-26 13:15:00,5428.01,122.67
2026-06-26 13:20:00,5394.18,99.99
2026-06-26 13:25:00,5368.8,89.7
2026-06-26 13:30:00,5419.56,99.99
2026-06-26 13:35:00,5364.53,95.85
2026-06-26 13:40:00,5317.81,82.14
2026-06-26 13:45:00,5304.6,82.58
2026-06-26 13:50:00,5361.34,82.99
2026-06-26 13:55:00,5355.78,83.31
2026-06-26 14:00:00,5302.51,83.22
2026-06-26 14:05:00,5295.5,80.67
2026-06-26 14:10:00,5255.65,80.67
2026-06-26 14:15:00,5255.32,80.67
2026-06-26 14:20:00,5271.09,69.78
2026-06-26 14:25:00,5201.05,74.76
2026-06-26 14:30:00,5235.13,71.66
2026-06-26 14:35:00,5306.43,80.33
2026-06-26 14:40:00,5340.13,70.77
2026-06-26 14:45:00,5357.45,71.4
2026-06-26 14:50:00,5404.97,72.44
2026-06-26 14:55:00,5480.94,74.08
2026-06-26 15:00:00,5468.31,70.78
2026-06-26 15:05:00,5495.18,73.89
2026-06-26 15:10:00,5564.37,80.51
2026-06-26 15:15:00,5554.4,71.51
2026-06-26 15:20:00,5599.8,71.67
2026-06-26 15:25:00,5734.44,80.5
2026-06-26 15:30:00,5783.26,82.99
2026-06-26 15:35:00,5779.0,93.53
2026-06-26 15:40:00,5946.49,110.5
2026-06-26 15:45:00,5984.21,113.94
2026-06-26 15:50:00,6084.2,141.69
2026-06-26 15:55:00,6159.96,167.12
2026-06-26 16:00:00,6159.91,167.49
2026-06-26 16:05:00,6245.49,132.19
2026-06-26 16:10:00,6317.04,133.85
2026-06-26 16:15:00,6464.24,173.08
2026-06-26 16:20:00,6463.98,167.88
2026-06-26 16:25:00,6594.9,175.57
2026-06-26 16:30:00,6679.56,177.3
2026-06-26 16:35:00,6762.82,178.12
2026-06-26 16:40:00,6839.33,178.51
2026-06-26 16:45:00,6834.17,174.62
2026-06-26 16:50:00,7010.27,176.78
2026-06-26 16:55:00,7065.81,191.4
2026-06-26 17:00:00,7141.71,218.69
2026-06-26 17:05:00,7147.87,177.29
2026-06-26 17:10:00,7322.25,172.61
2026-06-26 17:15:00,7431.81,187.69
2026-06-26 17:20:00,7505.18,183.2
2026-06-26 17:25:00,7560.66,190.47
2026-06-26 17:30:00,7527.34,187.69
2026-06-26 17:35:00,7632.83,181.95
2026-06-26 17:40:00,7428.97,176.45
2026-06-26 17:45:00,7545.85,180.99
2026-06-26 17:50:00,7545.96,177.19
2026-06-26 17:55:00,7596.13,182.49
2026-06-26 18:00:00,7581.85,187.69
2026-06-26 18:05:00,7628.38,183.42
2026-06-26 18:10:00,7495.7,182.0
2026-06-26 18:15:00,7483.21,180.73
2026-06-26 18:20:00,7557.58,182.6
2026-06-26 18:25:00,7557.38,165.2
2026-06-26 18:30:00,7528.19,178.65
2026-06-26 18:35:00,7728.78,181.58
2026-06-26 18:40:00,7778.54,187.22
2026-06-26 18:45:00,7766.2,168.44
2026-06-26 18:50:00,7804.3,169.69
2026-06-26 18:55:00,7831.57,184.82
2026-06-26 19:00:00,7750.19,169.69
2026-06-26 19:05:00,7689.63,165.2
2026-06-26 19:10:00,7674.45,169.74
2026-06-26 19:15:00,7662.94,169.69
2026-06-26 19:20:00,7641.47,169.69
2026-06-26 19:25:00,7651.8,165.2
2026-06-26 19:30:00,7652.33,182.3
2026-06-26 19:35:00,7606.34,182.6
2026-06-26 19:40:00,7574.57,169.69
2026-06-26 19:45:00,7581.89,183.71
2026-06-26 19:50:00,7568.87,182.37
2026-06-26 19:55:00,7540.25,179.75
2026-06-26 20:00:00,7525.97,180.33
2026-06-26 20:05:00,7527.26,183.2
2026-06-26 20:10:00,7491.34,187.69
2026-06-26 20:15:00,7493.26,187.69
2026-06-26 20:20:00,7432.95,176.81
2026-06-26 20:25:00,7479.84,183.73
2026-06-26 20:30:00,7479.11,186.6
2026-06-26 20:35:00,7471.74,190.57
2026-06-26 20:40:00,7419.04,187.69
2026-06-26 20:45:00,7383.32,190.09
2026-06-26 20:50:00,7345.22,191.4
2026-06-26 20:55:00,7320.53,190.47
2026-06-26 21:00:00,7303.64,191.4
2026-06-26 21:05:00,7203.86,191.4
2026-06-26 21:10:00,7184.69,191.4
2026-06-26 21:15:00,7213.54,191.4
2026-06-26 21:20:00,7209.08,191.4
2026-06-26 21:25:00,7077.7,191.4
2026-06-26 21:30:00,7134.41,244.45
2026-06-26 21:35:00,7101.48,210.48
2026-06-26 21:40:00,6979.07,199.86
2026-06-26 21:45:00,7011.28,197.86
2026-06-26 21:50:00,6969.52,194.67
2026-06-26 21:55:00,6861.41,190.3
2026-06-26 22:00:00,6874.25,190.59
2026-06-26 22:05:00,6745.17,188.87
2026-06-26 22:10:00,6767.07,189.76
2026-06-26 22:15:00,6714.06,206.24
2026-06-26 22:20:00,6679.7,190.95
2026-06-26 22:25:00,6661.58,188.23
2026-06-26 22:30:00,6623.55,166.58
2026-06-26 22:35:00,6517.6,172.79
2026-06-26 22:40:00,6469.66,164.72
2026-06-26 22:45:00,6469.32,179.91
2026-06-26 22:50:00,6452.78,132.53
2026-06-26 22:55:00,6329.42,114.1
2026-06-26 23:00:00,6375.32,155.71
2026-06-26 23:05:00,6340.72,202.25
2026-06-26 23:10:00,6436.37,135.89
2026-06-26 23:15:00,6365.14,149.73
2026-06-26 23:20:00,6387.02,193.46
2026-06-26 23:25:00,6292.32,119.25
2026-06-26 23:30:00,6281.16,172.31
2026-06-26 23:35:00,6235.1,134.0
2026-06-26 23:40:00,6244.93,189.68
2026-06-26 23:45:00,6188.13,188.53
2026-06-26 23:50:00,6121.16,150.36
2026-06-26 23:55:00,6074.04,133.86
2026-06-27 00:00:00,6064.4,133.71
2026-06-27 00:05:00,6043.35,134.83
2026-06-27 00:10:00,5960.71,136.86
2026-06-27 00:15:00,5920.12,143.38
2026-06-27 00:20:00,5915.0,137.27
2026-06-27 00:25:00,5892.07,136.14
2026-06-27 00:30:00,5908.34,136.26
2026-06-27 00:35:00,5836.85,136.87
2026-06-27 00:40:00,5795.48,148.67
2026-06-27 00:45:00,5769.18,146.54
2026-06-27 00:50:00,5726.63,126.1
2026-06-27 00:55:00,5629.96,125.7
2026-06-27 01:00:00,5576.9,114.46
2026-06-27 01:05:00,5590.74,128.09
2026-06-27 01:10:00,5519.22,127.96
2026-06-27 01:15:00,5559.24,119.28
2026-06-27 01:20:00,5542.32,112.07
2026-06-27 01:25:00,5479.28,111.39
2026-06-27 01:30:00,5518.36,126.23
2026-06-27 01:35:00,5446.46,130.02
2026-06-27 01:40:00,5416.31,128.07
2026-06-27 01:45:00,5394.65,112.99
2026-06-27 01:50:00,5368.31,117.17
2026-06-27 01:55:00,5257.71,118.8
2026-06-27 02:00:00,5317.33,110.5
2026-06-27 02:05:00,5199.61,110.5
2026-06-27 02:10:00,5236.31,126.32
2026-06-27 02:15:00,5213.24,125.25
2026-06-27 02:20:00,5212.83,110.5
2026-06-27 02:25:00,5199.63,115.21
2026-06-27 02:30:00,5169.41,122.77
2026-06-27 02:35:00,5162.4,110.5
2026-06-27 02:40:00,5163.3,117.64
2026-06-27 02:45:00,5086.55,115.84
2026-06-27 02:50:00,5082.79,110.5
2026-06-27 02:55:00,5105.21,109.98
2026-06-27 03:00:00,5081.31,110.5
2026-06-27 03:05:00,5038.73,114.75
2026-06-27 03:10:00,5082.5,115.77
2026-06-27 03:15:00,5086.93,110.5
2026-06-27 03:20:00,5080.48,110.5
2026-06-27 03:25:00,5052.27,110.5
2026-06-27 03:30:00,4977.45,122.84
2026-06-27 03:35:00,5019.75,125.61
2026-06-27 03:40:00,5026.0,123.76
2026-06-27 03:45:00,4956.6,106.68
2026-06-27 03:50:00,5008.96,110.5
2026-06-27 03:55:00,5003.95,110.5
2026-06-27 04:00:00,4981.06,110.5
2026-06-27 04:05:00,4974.37,108.32
2026-06-27 04:10:00,4928.64,110.5
2026-06-27 04:15:00,4924.55,122.67
2026-06-27 04:20:00,4989.2,116.76
2026-06-27 04:25:00,4977.48,122.67
2026-06-27 04:30:00,4983.28,110.67
2026-06-27 04:35:00,5009.28,113.08
2026-06-27 04:40:00,5009.6,126.68
2026-06-27 04:45:00,5014.6,118.6
2026-06-27 04:50:00,5027.49,148.67
2026-06-27 04:55:00,4963.47,148.67
2026-06-27 05:00:00,4973.3,119.12
2026-06-27 05:05:00,5042.47,148.67
2026-06-27 05:10:00,5075.17,146.83
2026-06-27 05:15:00,5040.19,127.07
2026-06-27 05:20:00,5129.96,115.67
2026-06-27 05:25:00,5144.71,118.51
2026-06-27 05:30:00,5162.23,122.94
2026-06-27 05:35:00,5185.06,117.53
2026-06-27 05:40:00,5142.97,126.75
2026-06-27 05:45:00,5170.36,127.07
2026-06-27 05:50:00,5282.92,119.32
2026-06-27 05:55:00,5286.95,120.95
2026-06-27 06:00:00,5300.11,118.36
2026-06-27 06:05:00,5355.45,110.5
2026-06-27 06:10:00,5401.82,120.08
2026-06-27 06:15:00,5448.04,110.5
2026-06-27 06:20:00,5472.33,114.2
2026-06-27 06:25:00,5494.32,115.14
2026-06-27 06:30:00,5492.8,114.27
2026-06-27 06:35:00,5598.83,115.24
2026-06-27 06:40:00,5600.13,118.23
2026-06-27 06:45:00,5656.82,118.23
2026-06-27 06:50:00,5732.64,114.94
2026-06-27 06:55:00,5780.37,132.47
2026-06-27 07:00:00,5845.47,135.83
2026-06-27 07:05:00,5927.37,151.4
2026-06-27 07:10:00,5829.3,110.5
2026-06-27 07:15:00,5889.66,122.76
2026-06-27 07:20:00,5978.22,141.69
2026-06-27 07:25:00,6103.83,141.69
2026-06-27 07:30:00,6117.17,141.69
2026-06-27 07:35:00,6111.45,141.69
2026-06-27 07:40:00,6261.96,157.36
2026-06-27 07:45:00,6328.02,141.69
2026-06-27 07:50:00,6359.69,141.69
2026-06-27 07:55:00,6402.42,160.23
2026-06-27 08:00:00,6375.27,146.23
2026-06-27 08:05:00,6462.42,137.31
2026-06-27 08:10:00,6554.47,187.69
2026-06-27 08:15:00,6579.68,187.69
2026-06-27 08:20:00,6580.34,159.74
2026-06-27 08:25:00,6692.54,155.4
2026-06-27 08:30:00,6697.66,158.02
2026-06-27 08:35:00,6722.47,155.21
2026-06-27 08:40:00,6613.57,135.64
2026-06-27 08:45:00,6653.28,114.79
2026-06-27 08:50:00,6692.09,115.74
2026-06-27 08:55:00,6702.69,116.45
2026-06-27 09:00:00,6635.54,110.58
2026-06-27 09:05:00,6709.16,119.64
2026-06-27 09:10:00,6714.21,110.5
2026-06-27 09:15:00,6707.02,113.28
2026-06-27 09:20:00,6685.74,110.5
2026-06-27 09:25:00,6570.16,105.88
2026-06-27 09:30:00,6616.59,105.38
2026-06-27 09:35:00,6578.86,110.5
2026-06-27 09:40:00,6578.98,115.9
2026-06-27 09:45:00,6513.07,110.5
2026-06-27 09:50:00,6472.9,108.76
2026-06-27 09:55:00,6428.43,109.32
2026-06-27 10:00:00,6391.69,110.5
2026-06-27 10:05:00,6295.05,110.5
2026-06-27 10:10:00,6271.91,110.5
2026-06-27 10:15:00,6319.64,110.5
2026-06-27 10:20:00,6194.23,110.5
2026-06-27 10:25:00,6201.85,110.5
2026-06-27 10:30:00,6223.61,101.91
2026-06-27 10:35:00,6191.57,110.5
2026-06-27 10:40:00,6147.1,110.5
2026-06-27 10:45:00,6114.41,102.49
2026-06-27 10:50:00,6050.93,102.5
2026-06-27 10:55:00,6000.33,104.62
2026-06-27 11:00:00,5877.2,99.99
2026-06-27 11:05:00,5820.84,99.99
2026-06-27 11:10:00,6014.79,106.01
2026-06-27 11:15:00,6011.32,110.5
2026-06-27 11:20:00,5936.52,104.14
2026-06-27 11:25:00,5849.72,102.4
2026-06-27 11:30:00,5813.84,101.44
2026-06-27 11:35:00,5784.05,102.06
2026-06-27 11:40:00,5636.01,107.34
2026-06-27 11:45:00,5620.46,100.36
2026-06-27 11:50:00,5593.0,99.99
2026-06-27 11:55:00,5563.41,99.44
2026-06-27 12:00:00,5408.2,98.89
2026-06-27 12:05:00,5410.07,95.6
2026-06-27 12:10:00,5338.6,98.23
2026-06-27 12:15:00,5270.46,90.0
2026-06-27 12:20:00,5190.8,88.56
2026-06-27 12:25:00,5216.53,89.2
2026-06-27 12:30:00,5139.83,87.13
2026-06-27 12:35:00,4957.37,85.62
2026-06-27 12:40:00,4939.56,88.57
2026-06-27 12:45:00,4925.34,86.44
2026-06-27 12:50:00,4901.72,90.0
2026-06-27 12:55:00,4920.42,88.28
2026-06-27 13:00:00,4853.31,87.06
2026-06-27 13:05:00,4899.27,90.0
2026-06-27 13:10:00,4881.09,90.51
2026-06-27 13:15:00,4887.52,90.49
2026-06-27 13:20:00,4778.18,88.35
2026-06-27 13:25:00,4766.84,82.99
2026-06-27 13:30:00,4760.62,86.99
2026-06-27 13:35:00,4755.58,86.28
2026-06-27 13:40:00,4656.42,85.63
2026-06-27 13:45:00,4760.09,87.41
2026-06-27 13:50:00,4725.73,86.85
2026-06-27 13:55:00,4745.31,88.49
2026-06-27 14:00:00,4748.05,86.22
2026-06-27 14:05:00,4617.92,83.85
2026-06-27 14:10:00,4545.88,87.35
2026-06-27 14:15:00,4613.11,90.0
2026-06-27 14:20:00,4557.74,87.71
2026-06-27 14:25:00,4552.81,90.54
2026-06-27 14:30:00,4641.69,92.69
2026-06-27 14:35:00,4660.99,90.0
2026-06-27 14:40:00,4691.81,90.0
2026-06-27 14:45:00,4742.74,90.0
2026-06-27 14:50:00,4682.89,88.39
2026-06-27 14:55:00,4804.65,99.99
2026-06-27 15:00:00,4826.19,104.43
2026-06-27 15:05:00,4813.82,99.99
2026-06-27 15:10:00,4873.75,98.6
2026-06-27 15:15:00,4943.18,99.63
2026-06-27 15:20:00,5022.19,99.99
2026-06-27 15:25:00,5096.4,101.29
2026-06-27 15:30:00,5118.0,99.99
2026-06-27 15:35:00,5128.26,88.36
2026-06-27 15:40:00,5300.96,99.99
2026-06-27 15:45:00,5362.14,107.91
2026-06-27 15:50:00,5439.59,110.5
2026-06-27 15:55:00,5515.43,110.9
2026-06-27 16:00:00,5598.0,114.24
2026-06-27 16:05:00,5678.66,112.06
2026-06-27 16:10:00,5659.14,103.7
2026-06-27 16:15:00,5795.42,105.68
2026-06-27 16:20:00,5956.02,110.5
2026-06-27 16:25:00,6059.07,112.51
2026-06-27 16:30:00,6092.14,115.0
2026-06-27 16:35:00,6196.78,126.32
2026-06-27 16:40:00,6286.34,126.06
2026-06-27 16:45:00,6400.14,117.0
2026-06-27 16:50:00,6465.89,113.4
2026-06-27 16:55:00,6510.71,123.9
2026-06-27 17:00:00,6580.25,127.28
2026-06-27 17:05:00,6729.82,126.95
2026-06-27 17:10:00,6797.77,119.25
2026-06-27 17:15:00,6876.36,119.25
