settlement,demand,rrp
2026-06-27 17:20:00,6934.24,117.5
2026-06-27 17:25:00,7038.09,119.25
2026-06-27 17:30:00,7118.17,117.5
2026-06-27 17:35:00,7143.07,117.5
2026-06-27 17:40:00,7200.78,115.0
2026-06-27 17:45:00,7275.32,115.0
2026-06-27 17:50:00,7388.77,117.5
2026-06-27 17:55:00,7322.67,106.25
2026-06-27 18:00:00,7333.34,110.5
2026-06-27 18:05:00,7348.1,111.32
2026-06-27 18:10:00,7319.58,106.61
2026-06-27 18:15:00,7364.73,105.14
2026-06-27 18:20:00,7351.81,106.85
2026-06-27 18:25:00,7307.39,100.74
2026-06-27 18:30:00,7324.52,109.13
2026-06-27 18:35:00,7317.76,106.49
2026-06-27 18:40:00,7308.76,100.74
2026-06-27 18:45:00,7324.16,100.74
2026-06-27 18:50:00,7286.82,99.99
2026-06-27 18:55:00,7243.05,99.99
2026-06-27 19:00:00,7289.09,99.99
2026-06-27 19:05:00,7258.26,99.99
2026-06-27 19:10:00,7203.81,97.25
2026-06-27 19:15:00,7248.56,94.76
2026-06-27 19:20:00,7214.74,96.04
2026-06-27 19:25:00,7225.74,95.45
2026-06-27 19:30:00,7179.92,95.28
2026-06-27 19:35:00,7121.08,94.64
2026-06-27 19:40:00,7111.05,96.02
2026-06-27 19:45:00,7185.08,94.25
2026-06-27 19:50:00,7187.68,89.81
2026-06-27 19:55:00,7184.94,92.93
2026-06-27 20:00:00,7148.42,88.46
2026-06-27 20:05:00,7173.94,90.69
2026-06-27 20:10:00,7140.11,90.69
2026-06-27 20:15:00,7110.65,83.04
2026-06-27 20:20:00,7077.42,82.99
2026-06-27 20:25:00,7064.73,82.99
2026-06-27 20:30:00,7066.14,82.99
2026-06-27 20:35:00,7082.43,82.99
2026-06-27 20:40:00,7040.95,82.99
2026-06-27 20:45:00,6950.5,80.5
2026-06-27 20:50:00,6952.04,79.5
2026-06-27 20:55:00,6925.85,79.58
2026-06-27 21:00:00,6909.41,72.56
2026-06-27 21:05:00,6867.58,70.47
2026-06-27 21:10:00,6923.56,75.07
2026-06-27 21:15:00,6918.38,78.45
2026-06-27 21:20:00,6852.04,75.07
2026-06-27 21:25:00,6867.32,76.7
2026-06-27 21:30:00,6872.43,76.98
2026-06-27 21:35:00,6827.21,75.07
2026-06-27 21:40:00,6727.77,75.07
2026-06-27 21:45:00,6733.56,72.45
2026-06-27 21:50:00,6730.45,66.76
2026-06-27 21:55:00,6663.42,66.8
2026-06-27 22:00:00,6600.62,64.03
2026-06-27 22:05:00,6549.63,62.07
2026-06-27 22:10:00,6568.09,74.29
2026-06-27 22:15:00,6522.68,73.82
2026-06-27 22:20:00,6451.27,73.75
2026-06-27 22:25:00,6392.13,73.13
2026-06-27 22:30:00,6401.57,73.64
2026-06-27 22:35:00,6352.01,60.0
2026-06-27 22:40:00,6325.73,80.5
2026-06-27 22:45:00,6299.04,76.88
2026-06-27 22:50:00,6279.17,61.55
2026-06-27 22:55:00,6250.57,75.85
2026-06-27 23:00:00,6208.35,79.01
2026-06-27 23:05:00,6157.61,64.17
2026-06-27 23:10:00,6199.12,80.5
2026-06-27 23:15:00,6230.13,81.34
2026-06-27 23:20:00,6261.46,76.07
2026-06-27 23:25:00,6251.17,76.57
2026-06-27 23:30:00,6208.02,66.16
2026-06-27 23:35:00,6190.01,71.3
2026-06-27 23:40:00,6154.06,70.69
2026-06-27 23:45:00,6123.81,69.67
2026-06-27 23:50:00,5979.05,72.73
2026-06-27 23:55:00,5940.08,68.47
2026-06-28 00:00:00,5965.27,63.79
2026-06-28 00:05:00,5996.56,67.58
2026-06-28 00:10:00,5903.28,73.98
2026-06-28 00:15:00,5957.72,75.13
2026-06-28 00:20:00,5878.63,75.78
2026-06-28 00:25:00,5924.9,80.5
2026-06-28 00:30:00,5791.1,65.2
2026-06-28 00:35:00,5834.73,80.5
2026-06-28 00:40:00,5716.12,80.5
2026-06-28 00:45:00,5731.8,76.21
2026-06-28 00:50:00,5699.29,76.16
2026-06-28 00:55:00,5601.86,75.62
2026-06-28 01:00:00,5619.03,75.64
2026-06-28 01:05:00,5612.83,76.24
2026-06-28 01:10:00,5609.84,76.26
2026-06-28 01:15:00,5544.47,75.73
2026-06-28 01:20:00,5493.13,74.52
2026-06-28 01:25:00,5439.79,75.09
2026-06-28 01:30:00,5391.62,74.5
2026-06-28 01:35:00,5418.71,80.5
2026-06-28 01:40:00,5406.63,80.5
2026-06-28 01:45:00,5383.19,80.5
2026-06-28 01:50:00,5315.98,80.5
2026-06-28 01:55:00,5291.06,75.76
2026-06-28 02:00:00,5305.67,76.32
2026-06-28 02:05:00,5277.3,90.0
2026-06-28 02:10:00,5180.42,79.05
2026-06-28 02:15:00,5162.31,79.69
2026-06-28 02:20:00,5144.34,80.5
2026-06-28 02:25:00,5111.74,62.93
2026-06-28 02:30:00,5078.78,73.54
2026-06-28 02:35:00,5107.84,75.36
2026-06-28 02:40:00,5105.01,73.89
2026-06-28 02:45:00,5110.63,72.42
2026-06-28 02:50:00,5059.53,72.42
2026-06-28 02:55:00,5100.19,72.38
2026-06-28 03:00:00,5063.22,71.82
2026-06-28 03:05:00,5060.99,87.71
2026-06-28 03:10:00,4987.02,70.82
2026-06-28 03:15:00,4973.81,71.78
2026-06-28 03:20:00,4965.4,70.83
2026-06-28 03:25:00,4943.9,70.29
2026-06-28 03:30:00,4914.72,69.7
2026-06-28 03:35:00,4892.36,69.23
2026-06-28 03:40:00,4967.14,79.67
2026-06-28 03:45:00,4969.19,75.02
2026-06-28 03:50:00,4920.17,70.66
2026-06-28 03:55:00,4942.87,70.26
2026-06-28 04:00:00,4939.05,70.58
2026-06-28 04:05:00,4929.31,68.81
2026-06-28 04:10:00,4931.94,71.18
2026-06-28 04:15:00,4935.35,70.24
2026-06-28 04:20:00,4881.97,68.48
2026-06-28 04:25:00,4949.18,72.85
2026-06-28 04:30:00,4865.15,69.36
2026-06-28 04:35:00,4846.77,69.38
2026-06-28 04:40:00,4842.62,67.85
2026-06-28 04:45:00,4861.3,68.42
2026-06-28 04:50:00,4908.04,71.26
2026-06-28 04:55:00,4933.51,73.29
2026-06-28 05:00:00,5050.95,75.49
2026-06-28 05:05:00,4990.44,74.38
2026-06-28 05:10:00,5027.38,67.3
2026-06-28 05:15:00,5012.75,72.25
2026-06-28 05:20:00,5050.06,72.64
2026-06-28 05:25:00,4968.02,57.73
2026-06-28 05:30:00,4992.45,80.5
2026-06-28 05:35:00,5004.24,73.79
2026-06-28 05:40:00,5031.86,80.5
2026-06-28 05:45:00,5092.74,85.7
2026-06-28 05:50:00,5034.97,80.5
2026-06-28 05:55:00,5119.08,76.19
2026-06-28 06:00:00,5079.89,74.2
2026-06-28 06:05:00,5116.55,57.84
2026-06-28 06:10:00,5163.68,80.5
2026-06-28 06:15:00,5168.03,80.5
2026-06-28 06:20:00,5295.43,84.6
2026-06-28 06:25:00,5352.16,75.61
2026-06-28 06:30:00,5376.17,80.5
2026-06-28 06:35:00,5427.11,87.2
2026-06-28 06:40:00,5491.75,79.93
2026-06-28 06:45:00,5509.52,79.29
2026-06-28 06:50:00,5463.54,79.17
2026-06-28 06:55:00,5501.39,80.5
2026-06-28 07:00:00,5564.71,83.06
2026-06-28 07:05:00,5688.95,80.5
2026-06-28 07:10:00,5640.28,79.78
2026-06-28 07:15:00,5709.9,88.33
2026-06-28 07:20:00,5851.22,92.94
2026-06-28 07:25:00,5868.8,93.65
2026-06-28 07:30:00,5972.62,93.71
2026-06-28 07:35:00,6031.4,88.04
2026-06-28 07:40:00,6084.7,83.6
2026-06-28 07:45:00,6144.39,88.04
2026-06-28 07:50:00,6112.53,89.98
2026-06-28 07:55:00,6185.73,84.4
2026-06-28 08:00:00,6279.63,71.83
2026-06-28 08:05:00,6383.68,85.63
2026-06-28 08:10:00,6423.86,94.93
2026-06-28 08:15:00,6396.9,80.5
2026-06-28 08:20:00,6424.6,80.5
2026-06-28 08:25:00,6502.2,90.69
2026-06-28 08:30:00,6495.78,80.5
2026-06-28 08:35:00,6541.72,84.06
2026-06-28 08:40:00,6452.43,84.55
2026-06-28 08:45:00,6510.02,90.69
2026-06-28 08:50:00,6451.7,73.35
2026-06-28 08:55:00,6395.63,72.67
2026-06-28 09:00:00,6385.29,71.6
2026-06-28 09:05:00,6384.29,76.8
2026-06-28 09:10:00,6371.48,76.82
2026-06-28 09:15:00,6343.1,75.56
2026-06-28 09:20:00,6409.05,75.93
2026-06-28 09:25:00,6368.16,70.18
2026-06-28 09:30:00,6230.96,68.94
2026-06-28 09:35:00,6255.97,78.03
2026-06-28 09:40:00,6212.67,76.76
2026-06-28 09:45:00,6149.21,74.3
2026-06-28 09:50:00,6033.18,65.72
2026-06-28 09:55:00,5942.65,64.19
2026-06-28 10:00:00,5897.42,50.22
2026-06-28 10:05:00,5830.14,64.56
2026-06-28 10:10:00,5838.15,67.75
2026-06-28 10:15:00,5779.23,67.16
2026-06-28 10:20:00,5727.67,68.38
2026-06-28 10:25:00,5663.3,67.89
2026-06-28 10:30:00,5582.01,67.32
2026-06-28 10:35:00,5498.88,64.99
2026-06-28 10:40:00,5439.63,64.95
2026-06-28 10:45:00,5353.51,64.91
2026-06-28 10:50:00,5280.31,63.99
2026-06-28 10:55:00,5200.24,52.03
2026-06-28 11:00:00,5098.06,65.58
2026-06-28 11:05:00,5017.47,50.22
2026-06-28 11:10:00,5151.93,65.7
2026-06-28 11:15:00,5055.52,64.64
2026-06-28 11:20:00,4983.24,66.15
2026-06-28 11:25:00,4899.69,65.11
2026-06-28 11:30:00,4851.18,50.95
2026-06-28 11:35:00,4795.44,64.78
2026-06-28 11:40:00,4747.45,55.8
2026-06-28 11:45:00,4710.05,55.06
2026-06-28 11:50:00,4661.02,61.58
2026-06-28 11:55:00,4638.68,60.16
2026-06-28 12:00:00,4613.41,60.56
2026-06-28 12:05:00,4552.18,61.04
2026-06-28 12:10:00,4522.23,61.36
2026-06-28 12:15:00,4497.62,61.32
2026-06-28 12:20:00,4468.27,60.66
2026-06-28 12:25:00,4461.33,60.19
2026-06-28 12:30:00,4400.17,58.8
2026-06-28 12:35:00,4346.05,50.22
2026-06-28 12:40:00,4352.29,58.28
2026-06-28 12:45:00,4291.24,50.22
2026-06-28 12:50:00,4271.48,59.77
2026-06-28 12:55:00,4263.48,50.22
2026-06-28 13:00:00,4257.22,64.79
2026-06-28 13:05:00,4235.89,78.55
2026-06-28 13:10:00,4222.45,64.02
2026-06-28 13:15:00,4204.7,51.28
2026-06-28 13:20:00,4221.59,41.32
2026-06-28 13:25:00,4288.02,50.22
2026-06-28 13:30:00,4243.54,50.22
2026-06-28 13:35:00,4238.89,50.22
2026-06-28 13:40:00,4338.46,50.22
2026-06-28 13:45:00,4378.76,58.07
2026-06-28 13:50:00,4329.92,50.22
2026-06-28 13:55:00,4364.13,74.27
2026-06-28 14:00:00,4363.05,58.49
2026-06-28 14:05:00,4306.91,46.2
2026-06-28 14:10:00,4332.54,50.22
2026-06-28 14:15:00,4348.32,63.35
2026-06-28 14:20:00,4357.18,50.22
2026-06-28 14:25:00,4517.81,74.27
2026-06-28 14:30:00,4495.21,74.27
2026-06-28 14:35:00,4566.47,61.34
2026-06-28 14:40:00,4562.83,67.92
2026-06-28 14:45:00,4619.99,70.88
2026-06-28 14:50:00,4653.11,53.96
2026-06-28 14:55:00,4763.52,69.61
2026-06-28 15:00:00,4796.84,72.75
2026-06-28 15:05:00,4797.09,60.16
2026-06-28 15:10:00,4907.84,54.12
2026-06-28 15:15:00,4961.48,63.85
2026-06-28 15:20:00,4986.45,85.0
2026-06-28 15:25:00,5006.69,53.16
2026-06-28 15:30:00,5032.0,68.95
2026-06-28 15:35:00,5043.43,85.22
2026-06-28 15:40:00,5209.55,90.69
2026-06-28 15:45:00,5287.01,96.55
2026-06-28 15:50:00,5295.91,90.69
2026-06-28 15:55:00,5425.71,98.1
2026-06-28 16:00:00,5515.87,100.74
2026-06-28 16:05:00,5588.5,86.13
2026-06-28 16:10:00,5573.92,100.74
2026-06-28 16:15:00,5684.61,102.21
2026-06-28 16:20:00,5744.34,108.86
2026-06-28 16:25:00,5904.79,111.1
2026-06-28 16:30:00,6002.49,110.5
2026-06-28 16:35:00,6029.92,103.21
2026-06-28 16:40:00,6139.81,106.86
2026-06-28 16:45:00,6181.28,110.5
2026-06-28 16:50:00,6355.6,110.5
2026-06-28 16:55:00,6400.73,110.45
2026-06-28 17:00:00,6519.64,110.5
2026-06-28 17:05:00,6528.09,108.86
2026-06-28 17:10:00,6649.48,110.5
2026-06-28 17:15:00,6754.54,107.92
2026-06-28 17:20:00,6773.52,105.64
2026-06-28 17:25:00,6801.29,106.53
2026-06-28 17:30:00,6994.09,110.5
2026-06-28 17:35:00,7047.56,107.58
2026-06-28 17:40:00,7077.56,100.74
2026-06-28 17:45:00,7146.03,100.74
2026-06-28 17:50:00,7185.41,100.74
2026-06-28 17:55:00,7181.48,94.25
2026-06-28 18:00:00,7159.38,96.62
2026-06-28 18:05:00,7154.78,96.53
2026-06-28 18:10:00,7211.99,97.25
2026-06-28 18:15:00,7217.47,88.66
2026-06-28 18:20:00,7162.23,86.52
2026-06-28 18:25:00,7211.37,81.74
2026-06-28 18:30:00,7176.79,80.54
2026-06-28 18:35:00,7160.89,81.34
2026-06-28 18:40:00,7107.71,80.41
2026-06-28 18:45:00,7126.63,79.01
2026-06-28 18:50:00,7157.91,81.06
2026-06-28 18:55:00,7124.1,79.68
2026-06-28 19:00:00,7092.21,80.41
2026-06-28 19:05:00,7103.84,78.25
2026-06-28 19:10:00,7108.11,78.25
2026-06-28 19:15:00,7049.18,79.55
2026-06-28 19:20:00,6988.73,78.25
2026-06-28 19:25:00,6964.06,75.07
2026-06-28 19:30:00,6920.61,76.91
2026-06-28 19:35:00,6995.34,80.44
2026-06-28 19:40:00,6952.23,79.54
2026-06-28 19:45:00,6873.1,78.25
2026-06-28 19:50:00,6952.29,78.41
2026-06-28 19:55:00,6917.64,75.89
2026-06-28 20:00:00,6894.49,78.25
2026-06-28 20:05:00,6919.35,78.25
2026-06-28 20:10:00,6801.98,75.58
2026-06-28 20:15:00,6784.05,78.25
2026-06-28 20:20:00,6763.22,78.25
2026-06-28 20:25:00,6753.15,74.44
2026-06-28 20:30:00,6747.15,78.25
2026-06-28 20:35:00,6743.75,78.25
2026-06-28 20:40:00,6709.11,78.25
2026-06-28 20:45:00,6656.86,78.21
2026-06-28 20:50:00,6626.6,73.87
2026-06-28 20:55:00,6610.14,73.95
2026-06-28 21:00:00,6527.41,67.22
2026-06-28 21:05:00,6471.3,64.66
2026-06-28 21:10:00,6508.46,72.31
2026-06-28 21:15:00,6504.19,72.44
2026-06-28 21:20:00,6400.09,60.7
2026-06-28 21:25:00,6428.95,73.4
2026-06-28 21:30:00,6416.36,76.09
2026-06-28 21:35:00,6405.67,78.25
2026-06-28 21:40:00,6332.57,74.77
2026-06-28 21:45:00,6240.35,74.21
2026-06-28 21:50:00,6165.18,69.43
2026-06-28 21:55:00,6128.55,54.25
2026-06-28 22:00:00,6066.94,53.44
2026-06-28 22:05:00,5967.66,64.48
2026-06-28 22:10:00,6045.51,78.25
2026-06-28 22:15:00,6016.81,76.86
2026-06-28 22:20:00,5979.75,70.89
2026-06-28 22:25:00,5942.85,55.75
2026-06-28 22:30:00,5851.54,53.74
2026-06-28 22:35:00,5840.55,52.83
2026-06-28 22:40:00,5741.71,56.07
2026-06-28 22:45:00,5697.21,50.22
2026-06-28 22:50:00,5655.66,50.22
2026-06-28 22:55:00,5621.57,50.22
2026-06-28 23:00:00,5606.47,11.67
2026-06-28 23:05:00,5664.14,15.11
2026-06-28 23:10:00,5698.3,15.11
2026-06-28 23:15:00,5670.42,11.67
2026-06-28 23:20:00,5717.22,11.67
2026-06-28 23:25:00,5712.11,11.67
2026-06-28 23:30:00,5694.55,11.67
2026-06-28 23:35:00,5687.25,11.67
2026-06-28 23:40:00,5593.45,11.67
2026-06-28 23:45:00,5529.88,11.67
2026-06-28 23:50:00,5533.48,13.65
2026-06-28 23:55:00,5378.38,11.67
2026-06-29 00:00:00,5423.13,11.67
2026-06-29 00:05:00,5409.86,11.67
2026-06-29 00:10:00,5395.72,11.67
2026-06-29 00:15:00,5355.84,11.67
2026-06-29 00:20:00,5404.6,11.67
2026-06-29 00:25:00,5365.55,11.67
2026-06-29 00:30:00,5320.23,11.67
2026-06-29 00:35:00,5302.0,11.67
2026-06-29 00:40:00,5247.83,13.65
2026-06-29 00:45:00,5195.4,11.67
2026-06-29 00:50:00,5123.5,11.67
2026-06-29 00:55:00,5188.02,11.67
2026-06-29 01:00:00,5120.24,11.67
2026-06-29 01:05:00,5057.54,11.67
2026-06-29 01:10:00,5104.43,11.67
2026-06-29 01:15:00,5084.04,11.67
2026-06-29 01:20:00,5066.92,11.67
2026-06-29 01:25:00,5036.91,11.67
2026-06-29 01:30:00,4937.16,11.67
2026-06-29 01:35:00,4907.05,11.67
2026-06-29 01:40:00,4971.46,11.67
2026-06-29 01:45:00,4930.08,10.5
2026-06-29 01:50:00,4864.93,9.57
2026-06-29 01:55:00,4874.47,10.5
2026-06-29 02:00:00,4863.28,10.5
2026-06-29 02:05:00,4839.3,10.5
2026-06-29 02:10:00,4772.38,10.5
2026-06-29 02:15:00,4742.25,10.5
2026-06-29 02:20:00,4718.72,10.5
2026-06-29 02:25:00,4768.4,10.5
2026-06-29 02:30:00,4748.22,10.5
2026-06-29 02:35:00,4664.61,10.5
2026-06-29 02:40:00,4731.79,11.48
2026-06-29 02:45:00,4700.76,8.94
2026-06-29 02:50:00,4707.75,3.52
2026-06-29 02:55:00,4689.39,-0.05
2026-06-29 03:00:00,4575.87,-0.05
2026-06-29 03:05:00,4598.57,3.55
2026-06-29 03:10:00,4636.21,5.08
2026-06-29 03:15:00,4616.28,10.13
2026-06-29 03:20:00,4616.37,10.5
2026-06-29 03:25:00,4574.36,8.94
2026-06-29 03:30:00,4583.74,10.5
2026-06-29 03:35:00,4570.71,10.65
2026-06-29 03:40:00,4510.19,10.5
2026-06-29 03:45:00,4524.27,0.0
2026-06-29 03:50:00,4572.6,8.94
2026-06-29 03:55:00,4561.53,8.94
2026-06-29 04:00:00,4490.73,0.2
2026-06-29 04:05:00,4563.0,8.81
2026-06-29 04:10:00,4573.45,10.43
2026-06-29 04:15:00,4605.82,8.94
2026-06-29 04:20:00,4636.89,22.66
2026-06-29 04:25:00,4577.82,8.94
2026-06-29 04:30:00,4562.56,8.94
2026-06-29 04:35:00,4653.35,8.94
2026-06-29 04:40:00,4634.35,8.94
2026-06-29 04:45:00,4657.96,8.54
2026-06-29 04:50:00,4684.82,9.93
2026-06-29 04:55:00,4737.7,-0.05
2026-06-29 05:00:00,4750.16,0.0
2026-06-29 05:05:00,4778.75,18.84
2026-06-29 05:10:00,4756.67,10.38
2026-06-29 05:15:00,4828.7,-0.05
2026-06-29 05:20:00,4877.41,11.85
2026-06-29 05:25:00,4950.75,15.01
2026-06-29 05:30:00,5005.98,10.65
2026-06-29 05:35:00,5023.6,11.64
2026-06-29 05:40:00,5098.37,10.66
2026-06-29 05:45:00,5163.62,10.65
2026-06-29 05:50:00,5132.9,10.5
2026-06-29 05:55:00,5197.72,34.45
2026-06-29 06:00:00,5281.0,37.88
2026-06-29 06:05:00,5409.49,39.34
2026-06-29 06:10:00,5518.92,40.93
2026-06-29 06:15:00,5643.89,45.65
2026-06-29 06:20:00,5712.6,45.69
2026-06-29 06:25:00,5804.99,51.42
2026-06-29 06:30:00,5872.04,71.09
2026-06-29 06:35:00,5856.16,71.46
2026-06-29 06:40:00,5969.08,74.99
2026-06-29 06:45:00,6125.5,78.25
2026-06-29 06:50:00,6178.46,84.57
2026-06-29 06:55:00,6226.51,79.19
2026-06-29 07:00:00,6314.14,79.62
2026-06-29 07:05:00,6406.93,79.83
2026-06-29 07:10:00,6440.59,80.5
2026-06-29 07:15:00,6495.38,81.59
2026-06-29 07:20:00,6559.78,82.83
2026-06-29 07:25:00,6638.19,82.69
2026-06-29 07:30:00,6774.14,81.64
2026-06-29 07:35:00,6796.15,80.51
2026-06-29 07:40:00,6838.81,81.05
2026-06-29 07:45:00,6971.97,83.4
2026-06-29 07:50:00,6973.29,81.69
2026-06-29 07:55:00,7087.97,74.67
2026-06-29 08:00:00,7074.27,83.01
2026-06-29 08:05:00,7183.02,96.92
2026-06-29 08:10:00,7203.21,98.16
2026-06-29 08:15:00,7163.41,99.0
2026-06-29 08:20:00,7239.61,86.36
2026-06-29 08:25:00,7208.13,98.44
2026-06-29 08:30:00,7137.31,85.19
2026-06-29 08:35:00,7319.68,100.03
2026-06-29 08:40:00,7404.72,101.08
2026-06-29 08:45:00,7364.55,101.01
2026-06-29 08:50:00,7385.98,102.59
2026-06-29 08:55:00,7419.55,101.81
2026-06-29 09:00:00,7395.07,101.04
2026-06-29 09:05:00,7329.28,104.12
2026-06-29 09:10:00,7365.1,110.5
2026-06-29 09:15:00,7386.21,110.5
2026-06-29 09:20:00,7467.79,110.5
2026-06-29 09:25:00,7356.67,110.66
2026-06-29 09:30:00,7412.8,128.69
2026-06-29 09:35:00,7376.85,110.5
2026-06-29 09:40:00,7399.06,125.35
2026-06-29 09:45:00,7357.06,123.34
2026-06-29 09:50:00,7274.04,122.39
2026-06-29 09:55:00,7374.2,130.42
2026-06-29 10:00:00,7338.95,110.5
2026-06-29 10:05:00,7322.73,119.41
2026-06-29 10:10:00,7446.64,136.28
2026-06-29 10:15:00,7456.68,141.33
2026-06-29 10:20:00,7452.44,168.72
2026-06-29 10:25:00,7463.78,145.61
2026-06-29 10:30:00,7410.52,110.5
2026-06-29 10:35:00,7390.26,110.66
2026-06-29 10:40:00,7445.49,133.18
2026-06-29 10:45:00,7423.17,168.85
2026-06-29 10:50:00,7397.88,139.34
2026-06-29 10:55:00,7256.89,108.11
2026-06-29 11:00:00,7284.27,116.1
2026-06-29 11:05:00,7290.39,126.43
2026-06-29 11:10:00,7474.17,136.27
2026-06-29 11:15:00,7461.26,131.76
2026-06-29 11:20:00,7372.64,110.5
2026-06-29 11:25:00,7395.44,110.5
2026-06-29 11:30:00,7419.84,110.5
2026-06-29 11:35:00,7365.6,109.57
2026-06-29 11:40:00,7376.15,105.07
2026-06-29 11:45:00,7384.96,81.83
2026-06-29 11:50:00,7363.04,102.19
2026-06-29 11:55:00,7315.04,96.49
2026-06-29 12:00:00,7192.01,106.96
2026-06-29 12:05:00,7244.07,109.15
2026-06-29 12:10:00,7219.65,104.56
2026-06-29 12:15:00,7241.06,107.05
2026-06-29 12:20:00,7301.4,107.18
2026-06-29 12:25:00,7318.96,106.89
2026-06-29 12:30:00,7211.37,107.52
2026-06-29 12:35:00,7239.75,112.01
2026-06-29 12:40:00,7235.17,111.2
2026-06-29 12:45:00,7218.48,113.91
2026-06-29 12:50:00,7132.07,122.67
2026-06-29 12:55:00,6983.99,111.94
2026-06-29 13:00:00,7069.19,118.28
2026-06-29 13:05:00,7011.4,122.67
2026-06-29 13:10:00,6999.4,117.1
2026-06-29 13:15:00,6998.16,116.95
2026-06-29 13:20:00,6995.0,114.14
2026-06-29 13:25:00,6942.99,104.52
2026-06-29 13:30:00,6874.48,109.73
2026-06-29 13:35:00,6803.33,103.64
2026-06-29 13:40:00,6762.17,110.51
2026-06-29 13:45:00,6659.36,121.69
2026-06-29 13:50:00,6626.57,112.23
2026-06-29 13:55:00,6627.63,117.82
2026-06-29 14:00:00,6665.65,121.77
2026-06-29 14:05:00,6671.55,119.2
2026-06-29 14:10:00,6533.64,126.85
2026-06-29 14:15:00,6487.18,132.88
2026-06-29 14:20:00,6567.06,130.79
2026-06-29 14:25:00,6608.64,128.4
2026-06-29 14:30:00,6713.86,144.41
2026-06-29 14:35:00,6661.66,133.54
2026-06-29 14:40:00,6615.29,127.07
2026-06-29 14:45:00,6622.06,127.07
2026-06-29 14:50:00,6679.0,112.87
2026-06-29 14:55:00,6659.47,111.62
2026-06-29 15:00:00,6742.86,124.78
2026-06-29 15:05:00,6779.46,118.43
2026-06-29 15:10:00,6787.96,140.8
2026-06-29 15:15:00,6773.1,110.5
2026-06-29 15:20:00,6806.15,132.08
2026-06-29 15:25:00,6856.35,137.95
2026-06-29 15:30:00,6841.45,138.85
2026-06-29 15:35:00,6855.42,116.01
2026-06-29 15:40:00,6902.6,122.67
2026-06-29 15:45:00,6942.59,148.67
2026-06-29 15:50:00,6942.81,152.62
2026-06-29 15:55:00,7031.67,164.48
2026-06-29 16:00:00,7010.92,164.01
2026-06-29 16:05:00,7054.37,169.69
2026-06-29 16:10:00,7028.37,161.44
2026-06-29 16:15:00,7148.69,169.69
2026-06-29 16:20:00,7205.64,169.69
2026-06-29 16:25:00,7148.96,191.4
2026-06-29 16:30:00,7201.31,173.8
2026-06-29 16:35:00,7291.45,148.67
2026-06-29 16:40:00,7362.75,148.67
2026-06-29 16:45:00,7463.83,191.4
2026-06-29 16:50:00,7473.19,163.02
2026-06-29 16:55:00,7452.25,201.5
2026-06-29 17:00:00,7479.89,201.5
2026-06-29 17:05:00,7495.33,175.17
2026-06-29 17:10:00,7539.18,169.69
2026-06-29 17:15:00,7542.61,169.69
2026-06-29 17:20:00,7651.21,169.69
2026-06-29 17:25:00,7695.76,175.82
2026-06-29 17:30:00,7657.16,173.05
2026-06-29 17:35:00,7750.8,170.83
2026-06-29 17:40:00,7728.57,169.69
2026-06-29 17:45:00,7773.45,172.12
2026-06-29 17:50:00,7832.21,169.69
2026-06-29 17:55:00,7766.11,169.69
2026-06-29 18:00:00,7720.13,169.69
2026-06-29 18:05:00,7677.03,160.32
2026-06-29 18:10:00,7610.39,147.4
2026-06-29 18:15:00,7635.76,128.69
2026-06-29 18:20:00,7665.41,128.69
2026-06-29 18:25:00,7565.91,128.69
2026-06-29 18:30:00,7616.91,128.69
2026-06-29 18:35:00,7591.18,110.5
2026-06-29 18:40:00,7585.07,107.97
2026-06-29 18:45:00,7530.09,99.99
2026-06-29 18:50:00,7452.11,101.88
2026-06-29 18:55:00,7455.99,101.04
2026-06-29 19:00:00,7479.5,99.99
2026-06-29 19:05:00,7456.46,104.75
2026-06-29 19:10:00,7384.02,99.99
2026-06-29 19:15:00,7320.43,99.84
2026-06-29 19:20:00,7306.94,99.99
2026-06-29 19:25:00,7283.22,99.26
2026-06-29 19:30:00,7223.75,93.33
2026-06-29 19:35:00,7089.55,80.41
2026-06-29 19:40:00,7085.12,80.41
2026-06-29 19:45:00,7052.62,80.41
2026-06-29 19:50:00,6992.44,80.41
2026-06-29 19:55:00,7007.13,81.94
2026-06-29 20:00:00,6936.5,80.41
2026-06-29 20:05:00,6997.38,83.18
2026-06-29 20:10:00,6987.63,82.46
2026-06-29 20:15:00,6942.55,81.39
2026-06-29 20:20:00,6872.69,80.5
2026-06-29 20:25:00,6858.68,80.41
2026-06-29 20:30:00,6825.42,80.41
2026-06-29 20:35:00,6848.48,80.41
2026-06-29 20:40:00,6770.57,85.86
2026-06-29 20:45:00,6677.29,80.04
2026-06-29 20:50:00,6650.2,69.21
2026-06-29 20:55:00,6615.32,67.85
2026-06-29 21:00:00,6590.88,62.79
2026-06-29 21:05:00,6604.91,73.07
2026-06-29 21:10:00,6649.24,72.68
2026-06-29 21:15:00,6531.81,74.86
2026-06-29 21:20:00,6522.29,74.38
2026-06-29 21:25:00,6480.95,79.59
2026-06-29 21:30:00,6437.81,70.95
2026-06-29 21:35:00,6377.1,84.88
2026-06-29 21:40:00,6233.17,72.61
2026-06-29 21:45:00,6159.97,72.75
2026-06-29 21:50:00,6186.71,71.75
2026-06-29 21:55:00,6043.42,30.21
2026-06-29 22:00:00,6052.05,43.68
2026-06-29 22:05:00,6015.56,67.67
2026-06-29 22:10:00,5972.31,77.82
