strategy,total_profit,terminal_value,total_profit_with_terminal,max_drawdown,max_equity_drawdown,grid_throughput_kwh,equivalent_cycles,profit_per_cycle,profit_drawdown_ratio
baseline,1684.0716473230582,7.60122,1691.6728673230582,0.9660509722202733,89.07603824074084,26080.35751028807,130.40178755144035,12.914482837581753,18.90600076725024
conformal,563.942591756177,6.48734563620276,570.4299373923798,3.0090172391414853,341.7835635905244,34115.87202433303,170.57936012166516,3.306042368513675,1.6499991568693788
